State,Crop,Year,Rainfall,Temperature,Area,Production
Tamil Nadu,Soybean,2020,151,31,1819,3933
Bihar,Wheat,2017,112,27,1095,1189
Maharashtra,Bajra,2023,173,30,684,1635
Bihar,Rice,2017,115,24,1702,2062
Tamil Nadu,Rice,2021,213,22,629,1137
Uttar Pradesh,Wheat,2023,245,26,1624,3418
Gujarat,Soybean,2017,249,20,1026,2146
Haryana,Soybean,2016,140,33,836,1401
Maharashtra,Soybean,2017,162,28,1799,2650
Maharashtra,Wheat,2015,86,20,768,450
Rajasthan,Wheat,2021,180,27,586,1274
Maharashtra,Bajra,2015,89,22,1986,1399
Bihar,Wheat,2023,104,31,1212,1322
Tamil Nadu,Soybean,2020,80,31,1202,1311
Haryana,Wheat,2018,248,27,1144,2989
Maharashtra,Rice,2015,215,20,982,1629
Karnataka,Wheat,2017,127,32,1430,2060
Bihar,Sugarcane,2019,178,22,1656,2249
Karnataka,Wheat,2016,250,32,1940,5147
Rajasthan,Sugarcane,2015,99,26,1662,1947
Madhya Pradesh,Sugarcane,2018,72,34,1253,1091
Gujarat,Wheat,2020,176,21,1534,2301
Tamil Nadu,Maize,2023,192,26,1421,2566
Haryana,Soybean,2017,169,24,700,1045
Madhya Pradesh,Soybean,2019,89,22,530,485
Madhya Pradesh,Rice,2019,112,31,1673,2028
Karnataka,Bajra,2018,136,27,1525,2035
Gujarat,Wheat,2019,133,21,1916,2455
Uttar Pradesh,Maize,2023,166,27,1031,2000
Uttar Pradesh,Soybean,2018,146,31,1542,3203
Tamil Nadu,Soybean,2022,83,27,547,457
Gujarat,Rice,2023,166,35,1843,4226
Rajasthan,Rice,2020,156,30,633,1034
Punjab,Maize,2022,141,28,1891,2846
Tamil Nadu,Wheat,2023,112,21,1253,1293
Tamil Nadu,Wheat,2020,148,35,1030,2062
Haryana,Bajra,2018,73,20,1116,665
Maharashtra,Wheat,2020,121,27,1881,2281
Haryana,Maize,2020,145,22,1861,2592
Uttar Pradesh,Wheat,2022,82,21,1028,602
Rajasthan,Bajra,2019,214,24,1688,3166
Madhya Pradesh,Wheat,2018,73,25,1869,1279
Madhya Pradesh,Soybean,2019,197,31,1299,3593
Gujarat,Bajra,2018,154,30,1996,3719
Bihar,Sugarcane,2022,140,35,942,1961
Bihar,Maize,2023,122,24,1618,1667
Bihar,Bajra,2018,83,30,1408,1191
Tamil Nadu,Bajra,2018,249,21,1748,4100
Bihar,Bajra,2016,249,22,942,2380
Uttar Pradesh,Rice,2020,111,27,1892,2250
Punjab,Sugarcane,2018,89,30,1923,2261
Rajasthan,Rice,2017,160,34,1416,3290
Maharashtra,Maize,2021,108,34,910,1202
Tamil Nadu,Soybean,2015,113,35,1187,1924
Madhya Pradesh,Maize,2021,150,31,904,1708
Madhya Pradesh,Bajra,2022,88,26,926,766
Maharashtra,Soybean,2017,213,23,1909,4144
Bihar,Maize,2021,150,34,1565,2989
Uttar Pradesh,Rice,2019,226,28,1137,2894
Rajasthan,Rice,2016,177,30,1540,3801
Gujarat,Bajra,2017,183,27,1479,3195
Bihar,Soybean,2020,93,35,1840,2254
Punjab,Wheat,2021,110,21,808,739
Bihar,Bajra,2016,75,32,1736,1784
Maharashtra,Rice,2021,178,23,1678,2522
Maharashtra,Bajra,2020,83,24,1381,987
Madhya Pradesh,Soybean,2023,156,32,845,1754
Punjab,Sugarcane,2016,140,24,777,1128
Rajasthan,Soybean,2021,231,26,1468,3176
Gujarat,Soybean,2023,215,27,1200,2371
Tamil Nadu,Sugarcane,2019,212,29,1758,4911
Punjab,Bajra,2017,170,21,1077,1479
Haryana,Maize,2022,99,33,1077,1186
Gujarat,Bajra,2016,240,34,824,3218
Punjab,Wheat,2023,155,34,1702,3028
Punjab,Bajra,2020,219,34,560,1930
Tamil Nadu,Rice,2023,250,32,587,2031
Tamil Nadu,Soybean,2021,76,26,778,672
Bihar,Wheat,2023,179,35,647,1515
Madhya Pradesh,Maize,2017,122,32,1569,2455
Punjab,Wheat,2018,164,23,1525,1991
Gujarat,Maize,2020,122,35,650,1078
Uttar Pradesh,Maize,2016,247,27,1509,3480
Bihar,Bajra,2018,78,30,1124,1160
Punjab,Soybean,2022,125,21,1484,1380
Bihar,Bajra,2016,166,22,865,1340
Rajasthan,Wheat,2023,202,31,950,2116
Karnataka,Rice,2015,182,28,665,1551
Bihar,Wheat,2020,163,29,1209,1876
Uttar Pradesh,Maize,2017,172,20,1174,1848
Maharashtra,Maize,2023,118,31,987,1277
Punjab,Sugarcane,2018,237,23,1350,2946
Haryana,Rice,2022,233,33,687,2366
Rajasthan,Maize,2018,159,24,1178,1438
Gujarat,Bajra,2020,131,27,1389,2091
Karnataka,Maize,2019,234,31,1410,3615
Punjab,Rice,2021,106,21,976,832
Maharashtra,Wheat,2021,151,20,1667,1863
Madhya Pradesh,Rice,2016,87,35,1281,1433
Haryana,Bajra,2015,172,28,905,1760
Madhya Pradesh,Bajra,2017,75,34,1368,1177
Haryana,Soybean,2019,88,22,1134,874
Maharashtra,Bajra,2023,217,26,1512,3030
Karnataka,Maize,2016,82,28,1503,1238
Rajasthan,Bajra,2019,99,35,1855,2786
Bihar,Rice,2023,141,25,1173,1775
Uttar Pradesh,Maize,2017,144,23,1003,1100
Karnataka,Soybean,2020,115,30,500,589
Punjab,Sugarcane,2023,102,31,1358,1929
Bihar,Maize,2017,208,32,1803,4309
Punjab,Sugarcane,2020,121,27,805,1235
Tamil Nadu,Bajra,2019,248,21,1549,3197
Maharashtra,Rice,2021,103,30,1772,1802
Punjab,Sugarcane,2022,92,24,567,550
Haryana,Rice,2020,119,35,835,1265
Uttar Pradesh,Rice,2020,91,30,1017,1132
Madhya Pradesh,Sugarcane,2017,195,28,1553,3863
Gujarat,Maize,2022,151,26,896,1635
Tamil Nadu,Soybean,2015,190,22,634,1224
Haryana,Sugarcane,2017,82,23,909,739
Rajasthan,Soybean,2022,139,26,1959,2350
Haryana,Sugarcane,2022,227,35,895,3334
Haryana,Sugarcane,2019,77,33,1748,1689
Madhya Pradesh,Wheat,2015,209,28,1500,3308
Uttar Pradesh,Rice,2020,184,30,1516,2838
Rajasthan,Sugarcane,2016,91,32,506,654
Gujarat,Wheat,2021,95,28,878,775
Punjab,Sugarcane,2021,147,20,1957,1961
Karnataka,Sugarcane,2020,155,20,1532,1683
Uttar Pradesh,Sugarcane,2015,194,34,838,2182
Tamil Nadu,Sugarcane,2022,157,20,1469,1871
Uttar Pradesh,Wheat,2018,155,34,1825,3199
Tamil Nadu,Bajra,2017,248,29,1455,4312
Bihar,Sugarcane,2015,185,29,1642,3917
Uttar Pradesh,Maize,2017,243,25,1034,2211
Maharashtra,Rice,2015,115,28,1574,1684
Rajasthan,Sugarcane,2020,181,21,1604,2251
Madhya Pradesh,Wheat,2020,232,26,1281,3457
Haryana,Bajra,2018,121,25,572,663
Maharashtra,Soybean,2015,249,29,1760,5772
Bihar,Soybean,2017,131,32,1735,3082
Maharashtra,Sugarcane,2022,112,24,861,888
Bihar,Rice,2018,93,31,1225,1650
Punjab,Soybean,2023,99,34,1257,1627
Maharashtra,Sugarcane,2017,144,33,1876,3913
Madhya Pradesh,Wheat,2017,164,35,1113,3045
Uttar Pradesh,Wheat,2015,164,23,1581,2288
Maharashtra,Maize,2023,220,22,573,1221
Rajasthan,Maize,2019,208,31,1859,5235
Karnataka,Rice,2023,217,24,718,1442
Maharashtra,Rice,2015,99,35,1334,1973
Rajasthan,Maize,2016,153,28,501,743
Punjab,Soybean,2019,247,30,1142,3459
Bihar,Maize,2019,154,26,1213,1958
Madhya Pradesh,Bajra,2022,239,34,1905,6008
Bihar,Sugarcane,2016,162,21,1104,1696
Bihar,Rice,2015,213,32,1172,2890
Rajasthan,Sugarcane,2018,109,35,831,1313
Karnataka,Bajra,2016,181,29,900,2138
Bihar,Rice,2018,163,27,1186,1986
Madhya Pradesh,Rice,2021,105,32,1347,1492
Rajasthan,Sugarcane,2017,145,31,927,1590
Bihar,Sugarcane,2023,142,26,868,1427
Uttar Pradesh,Bajra,2015,223,28,1838,4729
Rajasthan,Maize,2018,249,31,1814,5857
Madhya Pradesh,Bajra,2023,170,24,667,905
Rajasthan,Bajra,2022,120,21,1465,1255
Gujarat,Wheat,2015,107,27,1116,1127
Haryana,Sugarcane,2015,98,31,957,1108
Tamil Nadu,Maize,2023,90,26,1814,1657
Rajasthan,Rice,2021,77,22,1037,701
Punjab,Sugarcane,2015,152,34,1215,2213
Karnataka,Sugarcane,2022,116,22,767,862
Haryana,Bajra,2019,70,26,1530,900
Tamil Nadu,Bajra,2019,161,33,2000,4280
Gujarat,Maize,2017,84,34,1034,1053
Maharashtra,Bajra,2015,197,30,1669,4718
Karnataka,Soybean,2018,95,32,1074,1361
Maharashtra,Sugarcane,2022,145,34,1581,3209
Uttar Pradesh,Sugarcane,2022,157,22,1804,2043
Madhya Pradesh,Wheat,2020,170,27,1671,3491
Gujarat,Wheat,2016,138,25,1389,1650
Rajasthan,Soybean,2022,75,33,1040,884
Haryana,Soybean,2018,213,30,712,2098
Punjab,Sugarcane,2018,227,35,965,3313
Tamil Nadu,Rice,2015,209,34,1778,5527
Gujarat,Bajra,2015,235,30,1535,4442
Uttar Pradesh,Wheat,2020,192,20,1261,1907
Tamil Nadu,Soybean,2021,219,26,740,1956
Rajasthan,Bajra,2015,100,30,814,1128
Bihar,Sugarcane,2017,176,27,1706,3164
Maharashtra,Wheat,2022,181,35,1116,2347
Rajasthan,Bajra,2019,179,26,807,1685
Gujarat,Rice,2020,133,30,1326,2169
Uttar Pradesh,Wheat,2016,250,35,1178,4295
Haryana,Rice,2017,228,31,1341,3941
Uttar Pradesh,Bajra,2016,107,29,1413,1990
Bihar,Bajra,2023,193,30,1833,4898
Uttar Pradesh,Maize,2015,184,24,1865,3717
Punjab,Rice,2015,206,20,1852,2506
Punjab,Bajra,2016,161,33,1758,3533
Bihar,Bajra,2018,214,35,1257,4356
Haryana,Bajra,2017,160,26,1116,1727
Bihar,Wheat,2017,89,32,674,789
Bihar,Bajra,2017,113,33,1743,2568
Madhya Pradesh,Rice,2019,168,27,1491,3227
Uttar Pradesh,Sugarcane,2021,189,27,980,2162
Gujarat,Maize,2022,129,34,1385,2443
Karnataka,Sugarcane,2019,110,23,1467,1724
Punjab,Soybean,2020,157,26,953,1801
Madhya Pradesh,Wheat,2021,181,29,1447,3103
Haryana,Bajra,2021,233,31,521,1518
Haryana,Sugarcane,2019,195,32,1455,4309
Maharashtra,Maize,2021,177,29,1380,3265
Haryana,Sugarcane,2020,250,35,1365,5600
Rajasthan,Bajra,2022,168,21,830,1202
Karnataka,Maize,2015,73,28,1840,1800
Tamil Nadu,Soybean,2018,166,20,1514,1987
Karnataka,Bajra,2020,115,32,1776,3104
Rajasthan,Sugarcane,2023,177,28,1696,3269
Madhya Pradesh,Rice,2017,106,35,1114,1553
Bihar,Soybean,2016,169,27,1677,2977
Karnataka,Maize,2018,116,20,821,687
Punjab,Bajra,2020,110,22,1756,1436
Rajasthan,Wheat,2017,99,31,1643,1752
Bihar,Soybean,2021,130,32,724,1059
Tamil Nadu,Sugarcane,2019,216,24,1243,2422
Madhya Pradesh,Bajra,2016,198,35,649,2026
Rajasthan,Soybean,2022,138,33,1195,1821
Gujarat,Rice,2020,247,22,825,1867
Rajasthan,Soybean,2023,152,35,1274,3191
Maharashtra,Sugarcane,2018,94,28,1174,1260
Haryana,Sugarcane,2019,195,35,1451,4665
Madhya Pradesh,Sugarcane,2021,211,23,1894,3838
Maharashtra,Wheat,2015,167,22,1634,2861
Maharashtra,Soybean,2020,244,32,789,2756
Punjab,Wheat,2021,72,26,1266,805
Gujarat,Rice,2017,117,32,1926,3034
Punjab,Sugarcane,2019,171,20,1458,1856
Karnataka,Bajra,2021,238,33,1599,5416
Gujarat,Maize,2023,80,33,1645,1432
Tamil Nadu,Wheat,2015,184,26,789,1390
Tamil Nadu,Sugarcane,2021,154,35,1222,2570
Punjab,Maize,2019,246,31,1799,6505
Uttar Pradesh,Bajra,2022,131,20,599,606
Tamil Nadu,Sugarcane,2023,153,21,522,763
Haryana,Wheat,2021,82,27,1003,826
Tamil Nadu,Sugarcane,2021,162,34,714,1342
Uttar Pradesh,Rice,2023,238,30,606,1624
Bihar,Wheat,2022,95,34,1969,2249
Punjab,Rice,2016,169,25,1311,1837
Maharashtra,Sugarcane,2022,114,26,1036,1184
Madhya Pradesh,Bajra,2022,173,24,843,1506
Uttar Pradesh,Rice,2017,205,23,1054,1641
Punjab,Rice,2020,238,34,1983,6361
Haryana,Rice,2015,84,28,846,709
Bihar,Wheat,2019,194,31,994,2287
Maharashtra,Maize,2017,211,21,1783,2530
Punjab,Sugarcane,2020,78,28,636,569
Uttar Pradesh,Sugarcane,2019,179,20,557,747
Tamil Nadu,Bajra,2015,167,26,1592,3133
Haryana,Soybean,2018,248,21,602,1242
Uttar Pradesh,Bajra,2022,90,22,1870,1214
Tamil Nadu,Wheat,2020,115,30,1534,2446
Tamil Nadu,Maize,2023,234,27,690,1953
Gujarat,Maize,2023,97,34,1785,2092
Karnataka,Soybean,2020,104,33,1377,1533
Haryana,Bajra,2017,164,20,771,1117
Rajasthan,Wheat,2016,78,23,582,460
Karnataka,Maize,2023,158,25,1045,1758
Maharashtra,Soybean,2018,85,34,900,1194
Karnataka,Rice,2022,80,23,1752,1386
Tamil Nadu,Rice,2016,83,29,1021,847
Karnataka,Maize,2021,197,24,1620,2939
Gujarat,Sugarcane,2020,104,23,1802,1427
Uttar Pradesh,Bajra,2016,157,20,1041,1159
Tamil Nadu,Bajra,2022,105,32,683,984
Uttar Pradesh,Bajra,2016,152,25,1963,3044
Uttar Pradesh,Bajra,2023,106,25,1720,1533
Rajasthan,Soybean,2017,93,32,1736,1781
Tamil Nadu,Soybean,2020,175,28,1528,3234
Maharashtra,Sugarcane,2020,75,33,1555,1330
Haryana,Wheat,2019,236,22,1530,2649
Haryana,Bajra,2017,226,23,807,1688
Uttar Pradesh,Rice,2018,103,31,1233,1400
Gujarat,Bajra,2018,160,35,769,1777
Uttar Pradesh,Soybean,2017,207,23,667,1416
Karnataka,Maize,2016,92,33,1040,1167
Haryana,Rice,2020,145,32,831,1681
Gujarat,Bajra,2019,184,22,1413,2258
Bihar,Rice,2015,106,21,1068,841
Madhya Pradesh,Soybean,2019,121,21,616,648
Gujarat,Bajra,2022,73,31,1283,1345
Karnataka,Soybean,2019,187,20,1665,2725
Haryana,Wheat,2018,103,35,1964,2488
Karnataka,Sugarcane,2017,84,33,1400,1471
Rajasthan,Bajra,2023,162,29,645,1413
Karnataka,Bajra,2018,188,27,1013,1768
Bihar,Bajra,2016,78,25,808,684
Maharashtra,Bajra,2021,152,35,736,1295
Uttar Pradesh,Sugarcane,2022,107,33,823,1168
Maharashtra,Wheat,2022,248,26,1050,3162
Tamil Nadu,Rice,2016,163,25,573,935
Rajasthan,Rice,2020,205,23,1841,2831
Madhya Pradesh,Maize,2016,140,21,1822,1943
Gujarat,Soybean,2020,205,28,1044,2784
Maharashtra,Maize,2021,141,32,1212,2443
Uttar Pradesh,Maize,2015,182,26,679,1266
Bihar,Sugarcane,2021,89,32,1413,1477
Punjab,Wheat,2020,218,23,1234,2805
Bihar,Sugarcane,2015,174,21,559,913
Punjab,Bajra,2016,198,27,1181,2846
Punjab,Maize,2016,163,21,1821,2544
Rajasthan,Sugarcane,2019,105,27,1662,1893
Rajasthan,Rice,2018,167,30,1978,4161
Maharashtra,Maize,2017,114,32,1322,2065
Uttar Pradesh,Bajra,2021,193,30,1246,3074
Tamil Nadu,Rice,2017,72,22,1776,1256
Maharashtra,Bajra,2016,223,26,554,1197
Maharashtra,Bajra,2020,194,22,1458,2107
Karnataka,Rice,2020,103,21,1881,1388
Tamil Nadu,Sugarcane,2020,115,21,1059,872
Tamil Nadu,Maize,2018,244,21,1433,2525
Karnataka,Maize,2016,159,22,803,1326
Tamil Nadu,Bajra,2019,113,29,1705,2198
Punjab,Wheat,2015,126,25,1577,2350
Haryana,Wheat,2016,128,21,1374,1264
Haryana,Sugarcane,2021,142,24,1116,1629
Karnataka,Sugarcane,2022,243,22,1587,3199
Uttar Pradesh,Bajra,2019,228,31,1888,4933
Gujarat,Bajra,2016,73,25,1674,1214
Gujarat,Maize,2015,121,32,1682,2441
Karnataka,Bajra,2020,103,28,560,619
Rajasthan,Wheat,2015,121,26,889,1075
Tamil Nadu,Sugarcane,2019,231,21,977,1834
Rajasthan,Wheat,2022,165,22,1215,1723
Gujarat,Bajra,2023,70,35,1381,1328
Karnataka,Maize,2017,243,32,1279,3705
Tamil Nadu,Maize,2015,76,20,736,471
Haryana,Rice,2023,174,33,1005,1937
Punjab,Wheat,2023,240,24,1432,3425
Gujarat,Rice,2016,136,30,1359,2307
Karnataka,Soybean,2016,117,24,1139,1033
Bihar,Bajra,2018,247,35,1280,3876
Punjab,Sugarcane,2019,194,20,1498,2263
Punjab,Soybean,2016,237,33,1218,4249
Karnataka,Wheat,2023,102,29,500,552
Tamil Nadu,Soybean,2015,128,21,1412,1684
Madhya Pradesh,Wheat,2023,218,23,794,1657
Bihar,Wheat,2021,209,28,552,1486
Tamil Nadu,Soybean,2017,73,21,1817,1285
Gujarat,Wheat,2017,77,35,1599,2023
Gujarat,Bajra,2021,111,29,1671,2315
Karnataka,Sugarcane,2018,98,21,1770,1347
Karnataka,Maize,2017,95,27,596,619
Gujarat,Bajra,2020,193,28,1546,3658
Rajasthan,Soybean,2021,151,26,1153,1779
Bihar,Maize,2020,114,26,1615,2253
Gujarat,Maize,2015,140,33,542,967
Gujarat,Soybean,2015,101,30,1210,1269
Uttar Pradesh,Bajra,2020,95,30,513,541
